Huc 8,Huc 8 Name,Huc 12,Huc 12 Name,Type,Category,Scientific Name,Common Name,Global Rank,State Rank,Fed Status,State Status,Habitat Description,Wet Habitat Flag
5130108,Caney Fork River,51301080503,Lower Rocky River,Invertebrate Animal,Insect,Aloconota diversiseta,A Rove Beetle,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; Cumberland Plateau.,Upland
5130108,Caney Fork River,51301080601,Caney Fork River-Rocky River,Invertebrate Animal,Insect,Folsomia sp. 2 nr. macrochaeta,A Springtail From Indian Cave,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; middle Cumberlands; White County.,Upland
5130108,Caney Fork River,51301080601,Caney Fork River-Rocky River,Invertebrate Animal,Insect,Pseudosinella sp. 6,A Springtail From Indian Cave,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; White County.  Reported from a single cave.,Upland
5130108,Caney Fork River,51301080601,Caney Fork River-Rocky River,Invertebrate Animal,Insect,Pseudosinella sp. 7 nr. nata,A Springtail From Upper Cummings Cove Cave,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; Van Buren Co.,Upland
5130108,Caney Fork River,51301080601,Caney Fork River-Rocky River,Invertebrate Animal,Insect,Hypogastrura sp. 1,A Viatica Group Springtail,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; Van Buren County; known from one cave in the Cumberland Plateau.,Upland
5130105,Obey River,51301050402,Rotten Fork Wolf River,Invertebrate Animal,Insect,Pseudanophthalmus sp. 30,Ace in the Hole Cave Beetle,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; Fentress County.,Upland
6010207,Lower Clinch River,60102070401,Clinch River-Cane Creek,Invertebrate Animal,Mollusc,Lampsilis virescens,Alabama Lampmussel,G1,S1,LE,E,Found in sand and gravel substrates in shoal areas of small-medium size rivers; middle and upper TN R system; recently rediscovered in Emory River.,Aquatic
6010208,Emory River,60102080402,Emory River Middle,Invertebrate Animal,Mollusc,Lampsilis virescens,Alabama Lampmussel,G1,S1,LE,E,Found in sand and gravel substrates in shoal areas of small-medium size rivers; middle and upper TN R system; recently rediscovered in Emory River.,Aquatic
6010208,Emory River,60102080405,Little Emory River,Invertebrate Animal,Mollusc,Lampsilis virescens,Alabama Lampmussel,G1,S1,LE,E,Found in sand and gravel substrates in shoal areas of small-medium size rivers; middle and upper TN R system; recently rediscovered in Emory River.,Aquatic
6010208,Emory River,60102080408,Emory River Lower,Invertebrate Animal,Mollusc,Lampsilis virescens,Alabama Lampmussel,G1,S1,LE,E,Found in sand and gravel substrates in shoal areas of small-medium size rivers; middle and upper TN R system; recently rediscovered in Emory River.,Aquatic
6030002,Wheeler Lake,60300020103,Estill Fork,Invertebrate Animal,Mollusc,Lampsilis virescens,Alabama Lampmussel,G1,S1,LE,E,Found in sand and gravel substrates in shoal areas of small-medium size rivers; middle and upper TN R system; recently rediscovered in Emory River.,Aquatic
6010201,Ft. Loudoun/Watts Bar,60102010204,Fort Louden Lake Upper,Invertebrate Animal,Mollusc,Athearnia anthonyi,Anthony Riversnail,G1,S1,"LE,XN",E,"Larger rivers and downstream stretches of lg creeks, on cobble/boulder substrates adj. riffles; portions of upper TN River basin.",Aquatic
6010201,Ft. Loudoun/Watts Bar,60102010210,Fort Louden Lake Lower,Invertebrate Animal,Mollusc,Athearnia anthonyi,Anthony Riversnail,G1,S1,"LE,XN",E,"Larger rivers and downstream stretches of lg creeks, on cobble/boulder substrates adj. riffles; portions of upper TN River basin.",Aquatic
6010201,Ft. Loudoun/Watts Bar,60102010302,Tennessee River-Town Creek,Invertebrate Animal,Mollusc,Athearnia anthonyi,Anthony Riversnail,G1,S1,"LE,XN",E,"Larger rivers and downstream stretches of lg creeks, on cobble/boulder substrates adj. riffles; portions of upper TN River basin.",Aquatic
6010204,Little Tennessee River,60102040309,Tellico River Lower,Invertebrate Animal,Mollusc,Athearnia anthonyi,Anthony Riversnail,G1,S1,"LE,XN",E,"Larger rivers and downstream stretches of lg creeks, on cobble/boulder substrates adj. riffles; portions of upper TN River basin.",Aquatic
6010204,Little Tennessee River,60102040406,Tellico Lake-Little Toqua Creek,Invertebrate Animal,Mollusc,Athearnia anthonyi,Anthony Riversnail,G1,S1,"LE,XN",E,"Larger rivers and downstream stretches of lg creeks, on cobble/boulder substrates adj. riffles; portions of upper TN River basin.",Aquatic
6010207,Lower Clinch River,60102070401,Clinch River-Cane Creek,Invertebrate Animal,Mollusc,Athearnia anthonyi,Anthony Riversnail,G1,S1,"LE,XN",E,"Larger rivers and downstream stretches of lg creeks, on cobble/boulder substrates adj. riffles; portions of upper TN River basin.",Aquatic
6020004,Sequatchie River,60200040204,Little Sequatchie River Lower,Invertebrate Animal,Mollusc,Athearnia anthonyi,Anthony Riversnail,G1,S1,"LE,XN",E,"Larger rivers and downstream stretches of lg creeks, on cobble/boulder substrates adj. riffles; portions of upper TN River basin.",Aquatic
6020004,Sequatchie River,60200040303,Sequatchie River-Griffith Creek,Invertebrate Animal,Mollusc,Athearnia anthonyi,Anthony Riversnail,G1,S1,"LE,XN",E,"Larger rivers and downstream stretches of lg creeks, on cobble/boulder substrates adj. riffles; portions of upper TN River basin.",Aquatic
6020004,Sequatchie River,60200040306,Sequatchie River-Outlet,Invertebrate Animal,Mollusc,Athearnia anthonyi,Anthony Riversnail,G1,S1,"LE,XN",E,"Larger rivers and downstream stretches of lg creeks, on cobble/boulder substrates adj. riffles; portions of upper TN River basin.",Aquatic
6030001,Guntersville Lake,60300010201,Jones Creek-Tennessee River,Invertebrate Animal,Mollusc,Athearnia anthonyi,Anthony Riversnail,G1,S1,"LE,XN",E,"Larger rivers and downstream stretches of lg creeks, on cobble/boulder substrates adj. riffles; portions of upper TN River basin.",Aquatic
6010107,Lower French Broad River,60101070103,Douglas Lake Middle,Invertebrate Animal,Mollusc,Alasmidonta raveneliana,Appalachian Elktoe,G1,S1,LE,E,Large creeks/small rivers with stable coarse sand and gravel substrates with cobble & boulders; upper Tennessee River watershed.,Aquatic
6010108,Nolichucky,60101080606,Martin Creek-Nolichucky River,Invertebrate Animal,Mollusc,Alasmidonta raveneliana,Appalachian Elktoe,G1,S1,LE,E,Large creeks/small rivers with stable coarse sand and gravel substrates with cobble & boulders; upper Tennessee River watershed.,Aquatic
5130201,Old Hickory Lake,51302010308,Cumberland River-Neely Branch,Invertebrate Animal,Mollusc,Quadrula sparsa,Appalachian Monkeyface,G1,S1,"LE, XN",E,Headwater sections of rivers in shallow riffles/runs with sand-gravel substrate & moderate current; upper Tennessee River drainage.,Aquatic
6010204,Little Tennessee River,60102040307,Tellico River Middle,Invertebrate Animal,Mollusc,Quadrula sparsa,Appalachian Monkeyface,G1,S1,"LE, XN",E,Headwater sections of rivers in shallow riffles/runs with sand-gravel substrate & moderate current; upper Tennessee River drainage.,Aquatic
6010206,Powell River,60102060304,Yellow Creek-Powell River,Invertebrate Animal,Mollusc,Quadrula sparsa,Appalachian Monkeyface,G1,S1,"LE, XN",E,Headwater sections of rivers in shallow riffles/runs with sand-gravel substrate & moderate current; upper Tennessee River drainage.,Aquatic
6010206,Powell River,60102060307,Fourmile Creek-Powell River,Invertebrate Animal,Mollusc,Quadrula sparsa,Appalachian Monkeyface,G1,S1,"LE, XN",E,Headwater sections of rivers in shallow riffles/runs with sand-gravel substrate & moderate current; upper Tennessee River drainage.,Aquatic
6010206,Powell River,60102060402,Cox Creek-Powell River,Invertebrate Animal,Mollusc,Quadrula sparsa,Appalachian Monkeyface,G1,S1,"LE, XN",E,Headwater sections of rivers in shallow riffles/runs with sand-gravel substrate & moderate current; upper Tennessee River drainage.,Aquatic
5130202,Cheatham Lake,51302020301,Madison Creek,Invertebrate Animal,Insect,Pseudanophthalmus insularis,Baker Station Cave Beetle,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; northern Central Basin; known from single historical record in Davidson County.,Upland
5130107,Collins River,51301070101,Little Hickory Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130107,Collins River,51301070102,West Fork Hickory Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130107,Collins River,51301070103,Hickory Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130107,Collins River,51301070201,Bullpen Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130107,Collins River,51301070202,Duke Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130107,Collins River,51301070203,Barren Fork River,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130107,Collins River,51301070204,Barren Fork River Outlet,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130107,Collins River,51301070401,Charles Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130107,Collins River,51301070402,Mountain Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130107,Collins River,51301070403,Collins River Outlet,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130108,Caney Fork River,51301080602,Sink Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130108,Caney Fork River,51301080603,Pine Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130108,Caney Fork River,51301080606,Fall Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
6020004,Sequatchie River,60200040103,Sequatchie River-Hall Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
6030003,Upper Elk River,60300030201,Bradley Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
6030003,Upper Elk River,60300030203,Mud Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
6030003,Upper Elk River,60300030204,Beans Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
6030003,Upper Elk River,60300030302,Dry Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
6030003,Upper Elk River,60300030303,Boiling Fork Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
6030003,Upper Elk River,60300030402,Rock Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
6030003,Upper Elk River,60300030601,Larkin Springs Branch,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
6030003,Upper Elk River,60300030702,Murrell Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
6030003,Upper Elk River,60300030703,Elk River-Cofffee Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
6040002,Upper Duck River,60400020101,Duck River Headwaters,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
6040002,Upper Duck River,60400020102,Wolf Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
6040002,Upper Duck River,60400020103,Crumpton Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
6040002,Upper Duck River,60400020104,Normandy Lake,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
6040002,Upper Duck River,60400020203,Garrison Fork,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
6010203,-,60102030204,Upper Oconaluftee River,Invertebrate Animal,Mollusc,Fumonelix jonesiana,Big-tooth Covert,G1,S1,--,"Rare, Not State Listed",In leaf litter or talus of birch-beech woods at higher elevations; central Appalachians; Great Smoky Mountains National Park.,Upland
6010101,North Fork Holston River,60101010404,Newland Hollow-North Fork Holston River,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
6010104,Holston River,60101040204,Cherokee Lake-Dodson Creek,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
6010104,Holston River,60101040209,Cherokee Lake-Panther Creek,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
6010104,Holston River,60101040307,Holston River-Clift Creek,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
6010205,Upper Clinch River,60102050804,Powers Branch-Clinch River,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
6010205,Upper Clinch River,60102050808,Brier Creek-Clinch River,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
6010205,Upper Clinch River,60102051003,Big Creek-Clinch River,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
6010206,Powell River,60102060304,Yellow Creek-Powell River,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
6010206,Powell River,60102060307,Fourmile Creek-Powell River,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
