Huc 8,Huc 8 Name,Huc 12,Huc 12 Name,Type,Category,Scientific Name,Common Name,Global Rank,State Rank,Fed Status,State Status,Habitat Description,Wet Habitat Flag
5130104,South Fork Cumberland River,51301040503,Bandy Creek-Big South Fork Cumberland River,Vertebrate Animal,Fish,Etheostoma lemniscatum,Tuxedo Darter,G1,S1,LE,E,"Gently flowing, silt-free pools or runs immediately upst of riffles with cobble, boulders, & slabrock; Big South Fork Cumberland River.",Aquatic
5130104,South Fork Cumberland River,51301040504,No Business Creek-Big South Fork Cumberland River,Vertebrate Animal,Fish,Etheostoma lemniscatum,Tuxedo Darter,G1,S1,LE,E,"Gently flowing, silt-free pools or runs immediately upst of riffles with cobble, boulders, & slabrock; Big South Fork Cumberland River.",Aquatic
5130104,South Fork Cumberland River,51301040504,No Business Creek-Big South Fork Cumberland River,Invertebrate Animal,Mollusc,Pegias fabula,Littlewing Pearlymussel,G1,S1,LE,E,"Cool, clear, high-gradient streams in sand, gravel, and cobble substrates, riffles; portions of Cumberland & upper Tenn. river systems.",Aquatic
5130104,South Fork Cumberland River,51301040504,No Business Creek-Big South Fork Cumberland River,Invertebrate Animal,Mollusc,Epioblasma walkeri,Tan Riffleshell,G1,S1,LE,E,"Found in river headwaters, in riffles and shoals in sand and gravel substrates; Tennessee & Cumberland river systems.",Aquatic
5130104,South Fork Cumberland River,51301040505,Williams Creek-Big South Fork Cumberland River,Invertebrate Animal,Mollusc,Pegias fabula,Littlewing Pearlymussel,G1,S1,LE,E,"Cool, clear, high-gradient streams in sand, gravel, and cobble substrates, riffles; portions of Cumberland & upper Tenn. river systems.",Aquatic
5130104,South Fork Cumberland River,51301040505,Williams Creek-Big South Fork Cumberland River,Vertebrate Animal,Fish,Etheostoma lemniscatum,Tuxedo Darter,G1,S1,LE,E,"Gently flowing, silt-free pools or runs immediately upst of riffles with cobble, boulders, & slabrock; Big South Fork Cumberland River.",Aquatic
5130104,South Fork Cumberland River,51301040505,Williams Creek-Big South Fork Cumberland River,Invertebrate Animal,Mollusc,Epioblasma walkeri,Tan Riffleshell,G1,S1,LE,E,"Found in river headwaters, in riffles and shoals in sand and gravel substrates; Tennessee & Cumberland river systems.",Aquatic
5130107,Collins River,51301070101,Little Hickory Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130107,Collins River,51301070102,West Fork Hickory Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130107,Collins River,51301070103,Hickory Creek,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
5130107,Collins River,51301070103,Hickory Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130107,Collins River,51301070201,Bullpen Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130107,Collins River,51301070202,Duke Creek,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
5130107,Collins River,51301070202,Duke Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130107,Collins River,51301070203,Barren Fork River,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
5130107,Collins River,51301070203,Barren Fork River,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130107,Collins River,51301070204,Barren Fork River Outlet,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130107,Collins River,51301070305,Spring Creek,Invertebrate Animal,Mollusc,Pegias fabula,Littlewing Pearlymussel,G1,S1,LE,E,"Cool, clear, high-gradient streams in sand, gravel, and cobble substrates, riffles; portions of Cumberland & upper Tenn. river systems.",Aquatic
5130107,Collins River,51301070306,Collins River Middle,Vertebrate Animal,Fish,Etheostoma akatulo,Bluemask (Jewel) Darter,G1,S1,LE,E,Streams with slow to moderate current over clean sand and fine gravel; Caney Fork River system (above Great Falls Reservoir).,Aquatic
5130107,Collins River,51301070306,Collins River Middle,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
5130107,Collins River,51301070307,Collins River Lower,Vertebrate Animal,Fish,Etheostoma akatulo,Bluemask (Jewel) Darter,G1,S1,LE,E,Streams with slow to moderate current over clean sand and fine gravel; Caney Fork River system (above Great Falls Reservoir).,Aquatic
5130107,Collins River,51301070307,Collins River Lower,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
5130107,Collins River,51301070307,Collins River Lower,Invertebrate Animal,Mollusc,Pegias fabula,Littlewing Pearlymussel,G1,S1,LE,E,"Cool, clear, high-gradient streams in sand, gravel, and cobble substrates, riffles; portions of Cumberland & upper Tenn. river systems.",Aquatic
5130107,Collins River,51301070401,Charles Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130107,Collins River,51301070402,Mountain Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130107,Collins River,51301070403,Collins River Outlet,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130107,Collins River,51301070403,Collins River Outlet,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Mollusc,Pegias fabula,Littlewing Pearlymussel,G1,S1,LE,E,"Cool, clear, high-gradient streams in sand, gravel, and cobble substrates, riffles; portions of Cumberland & upper Tenn. river systems.",Aquatic
5130108,Caney Fork River,51301080205,Cane Creek Lower,Vertebrate Animal,Fish,Etheostoma akatulo,Bluemask (Jewel) Darter,G1,S1,LE,E,Streams with slow to moderate current over clean sand and fine gravel; Caney Fork River system (above Great Falls Reservoir).,Aquatic
5130108,Caney Fork River,51301080305,Caney Fork River-Suggs Branch,Vertebrate Animal,Fish,Etheostoma akatulo,Bluemask (Jewel) Darter,G1,S1,LE,E,Streams with slow to moderate current over clean sand and fine gravel; Caney Fork River system (above Great Falls Reservoir).,Aquatic
5130108,Caney Fork River,51301080402,Calfkiller River Upper,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
5130108,Caney Fork River,51301080403,Calfkiller River Middle,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
5130108,Caney Fork River,51301080404,Calfkiller River Middle,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
5130108,Caney Fork River,51301080405,Calfkiller River Lower,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
5130108,Caney Fork River,51301080405,Calfkiller River Lower,Vertebrate Animal,Fish,Etheostoma akatulo,Bluemask (Jewel) Darter,G1,S1,LE,E,Streams with slow to moderate current over clean sand and fine gravel; Caney Fork River system (above Great Falls Reservoir).,Aquatic
5130108,Caney Fork River,51301080503,Lower Rocky River,Vertebrate Animal,Fish,Etheostoma akatulo,Bluemask (Jewel) Darter,G1,S1,LE,E,Streams with slow to moderate current over clean sand and fine gravel; Caney Fork River system (above Great Falls Reservoir).,Aquatic
5130108,Caney Fork River,51301080602,Sink Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130108,Caney Fork River,51301080603,Pine Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130108,Caney Fork River,51301080606,Fall Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
5130108,Caney Fork River,51301080905,Center Hill Lake,Invertebrate Animal,Mollusc,Epioblasma obliquata,Catspaw,G1,S1,LE,E,"Medium-large rivers, in sand and gravel substrates in runs and riffles; Tennessee & Cumberland river systems.",Aquatic
5130201,Old Hickory Lake,51302010302,Cumberland River-Hogan Creek,Invertebrate Animal,Mollusc,Epioblasma obliquata,Catspaw,G1,S1,LE,E,"Medium-large rivers, in sand and gravel substrates in runs and riffles; Tennessee & Cumberland river systems.",Aquatic
5130201,Old Hickory Lake,51302010304,Cumberland River-Dixon Creek,Invertebrate Animal,Mollusc,Epioblasma obliquata,Catspaw,G1,S1,LE,E,"Medium-large rivers, in sand and gravel substrates in runs and riffles; Tennessee & Cumberland river systems.",Aquatic
5130201,Old Hickory Lake,51302010305,Spring Creek,Vascular Plant,Flowering Plant,Paysonia perforata,Spring Creek Bladderpod,G1,S1,LE,E,"Cultivated Fields, Floodplains & Outcrops",Possible
5130201,Old Hickory Lake,51302010306,Bartons Creek,Vascular Plant,Flowering Plant,Paysonia perforata,Spring Creek Bladderpod,G1,S1,LE,E,"Cultivated Fields, Floodplains & Outcrops",Possible
5130201,Old Hickory Lake,51302010307,Cedar Creek,Vascular Plant,Flowering Plant,Paysonia perforata,Spring Creek Bladderpod,G1,S1,LE,E,"Cultivated Fields, Floodplains & Outcrops",Possible
5130201,Old Hickory Lake,51302010308,Cumberland River-Neely Branch,Invertebrate Animal,Mollusc,Epioblasma obliquata,Catspaw,G1,S1,LE,E,"Medium-large rivers, in sand and gravel substrates in runs and riffles; Tennessee & Cumberland river systems.",Aquatic
5130201,Old Hickory Lake,51302010601,Spencer Creek,Vascular Plant,Flowering Plant,Paysonia perforata,Spring Creek Bladderpod,G1,S1,LE,E,"Cultivated Fields, Floodplains & Outcrops",Possible
5130203,Stones River,51302030103,Cripple Creek,Vascular Plant,Flowering Plant,Astragalus bibullatus,Pyne's Ground-plum,G1,S1,LE,E,Ordovician Limestone Glades,Upland
5130203,Stones River,51302030104,East Fork Stones River-McKnight Branch,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
5130203,Stones River,51302030106,East Fork Stones River-Bear Branch,Vascular Plant,Flowering Plant,Astragalus bibullatus,Pyne's Ground-plum,G1,S1,LE,E,Ordovician Limestone Glades,Upland
5130203,Stones River,51302030107,East Fork Stones River-Wades Branch,Invertebrate Animal,Mollusc,Epioblasma walkeri,Tan Riffleshell,G1,S1,LE,E,"Found in river headwaters, in riffles and shoals in sand and gravel substrates; Tennessee & Cumberland river systems.",Aquatic
5130203,Stones River,51302030204,Overall Creek,Vascular Plant,Flowering Plant,Astragalus bibullatus,Pyne's Ground-plum,G1,S1,LE,E,Ordovician Limestone Glades,Upland
5130203,Stones River,51302030205,West Fork Stones River Upper,Vascular Plant,Flowering Plant,Astragalus bibullatus,Pyne's Ground-plum,G1,S1,LE,E,Ordovician Limestone Glades,Upland
5130203,Stones River,51302030206,West Fork Stones River Lower,Invertebrate Animal,Mollusc,Pegias fabula,Littlewing Pearlymussel,G1,S1,LE,E,"Cool, clear, high-gradient streams in sand, gravel, and cobble substrates, riffles; portions of Cumberland & upper Tenn. river systems.",Aquatic
5130203,Stones River,51302030206,West Fork Stones River Lower,Vascular Plant,Flowering Plant,Astragalus bibullatus,Pyne's Ground-plum,G1,S1,LE,E,Ordovician Limestone Glades,Upland
5130203,Stones River,51302030304,Hurricane Creek,Vascular Plant,Flowering Plant,Astragalus bibullatus,Pyne's Ground-plum,G1,S1,LE,E,Ordovician Limestone Glades,Upland
5130203,Stones River,51302030305,Stones River Upper,Vascular Plant,Flowering Plant,Astragalus bibullatus,Pyne's Ground-plum,G1,S1,LE,E,Ordovician Limestone Glades,Upland
5130204,Harpeth River,51302040603,Harpeth River-Turner Creek,Invertebrate Animal,Mollusc,Epioblasma walkeri,Tan Riffleshell,G1,S1,LE,E,"Found in river headwaters, in riffles and shoals in sand and gravel substrates; Tennessee & Cumberland river systems.",Aquatic
5130206,Red River,51302060702,Buzzard Creek-Red River,Invertebrate Animal,Mollusc,Epioblasma walkeri,Tan Riffleshell,G1,S1,LE,E,"Found in river headwaters, in riffles and shoals in sand and gravel substrates; Tennessee & Cumberland river systems.",Aquatic
6010101,North Fork Holston River,60101010402,Little Moccasin Creek-Big Moccasin Creek,Invertebrate Animal,Mollusc,Pegias fabula,Littlewing Pearlymussel,G1,S1,LE,E,"Cool, clear, high-gradient streams in sand, gravel, and cobble substrates, riffles; portions of Cumberland & upper Tenn. river systems.",Aquatic
6010102,South Fork Holston River,60101020405,Painter Spring Branch-South Holston River,Vertebrate Animal,Fish,Etheostoma marmorpinnum,Marbled Darter,G1,S1,LE,E,"Pools and moderate runs with clean pebbles, cobble, & small boulders; lower Little River (Tennessee River drainage).",Aquatic
6010102,South Fork Holston River,60101020601,Beidleman Creek-South Fork Holston River,Invertebrate Animal,Mollusc,Epioblasma walkeri,Tan Riffleshell,G1,S1,LE,E,"Found in river headwaters, in riffles and shoals in sand and gravel substrates; Tennessee & Cumberland river systems.",Aquatic
6010102,South Fork Holston River,60101020704,Kendrick Creek-South Fork Holston River,Invertebrate Animal,Mollusc,Pegias fabula,Littlewing Pearlymussel,G1,S1,LE,E,"Cool, clear, high-gradient streams in sand, gravel, and cobble substrates, riffles; portions of Cumberland & upper Tenn. river systems.",Aquatic
6010107,Lower French Broad River,60101070103,Douglas Lake Middle,Invertebrate Animal,Mollusc,Alasmidonta raveneliana,Appalachian Elktoe,G1,S1,LE,E,Large creeks/small rivers with stable coarse sand and gravel substrates with cobble & boulders; upper Tennessee River watershed.,Aquatic
6010108,Nolichucky,60101080606,Martin Creek-Nolichucky River,Invertebrate Animal,Mollusc,Alasmidonta raveneliana,Appalachian Elktoe,G1,S1,LE,E,Large creeks/small rivers with stable coarse sand and gravel substrates with cobble & boulders; upper Tennessee River watershed.,Aquatic
6010108,Nolichucky,60101080901,Little Chucky Creek,Vertebrate Animal,Fish,Noturus crypticus,Chucky Madtom,G1,S1,LE,E,"Stream runs with slow to moderate current over pea gravel, cobble, or slabrock; Little Chucky Creek; Nolichucky River system.",Aquatic
6010201,Ft. Loudoun/Watts Bar,60102010106,Little River Middle Prong,Vertebrate Animal,Fish,Etheostoma marmorpinnum,Marbled Darter,G1,S1,LE,E,"Pools and moderate runs with clean pebbles, cobble, & small boulders; lower Little River (Tennessee River drainage).",Aquatic
6010201,Ft. Loudoun/Watts Bar,60102010107,Little River Nails Creek,Vertebrate Animal,Fish,Etheostoma marmorpinnum,Marbled Darter,G1,S1,LE,E,"Pools and moderate runs with clean pebbles, cobble, & small boulders; lower Little River (Tennessee River drainage).",Aquatic
6010201,Ft. Loudoun/Watts Bar,60102010110,Little River-Roddy Branch,Vertebrate Animal,Fish,Etheostoma marmorpinnum,Marbled Darter,G1,S1,LE,E,"Pools and moderate runs with clean pebbles, cobble, & small boulders; lower Little River (Tennessee River drainage).",Aquatic
6010201,Ft. Loudoun/Watts Bar,60102010501,Moccasin Creek,Vertebrate Animal,Fish,Chrosomus saylori,Laurel Dace,G1,S1,LE,E,Cool 1st-2nd order streams with slabrock and rubble substrate; Walden Ridge of the Cumberland Plateau; Tennessee River watershed.,Aquatic
6010207,Lower Clinch River,60102070401,Clinch River-Cane Creek,Invertebrate Animal,Mollusc,Lampsilis virescens,Alabama Lampmussel,G1,S1,LE,E,Found in sand and gravel substrates in shoal areas of small-medium size rivers; middle and upper TN R system; recently rediscovered in Emory River.,Aquatic
6010208,Emory River,60102080402,Emory River Middle,Invertebrate Animal,Mollusc,Lampsilis virescens,Alabama Lampmussel,G1,S1,LE,E,Found in sand and gravel substrates in shoal areas of small-medium size rivers; middle and upper TN R system; recently rediscovered in Emory River.,Aquatic
6010208,Emory River,60102080405,Little Emory River,Invertebrate Animal,Mollusc,Lampsilis virescens,Alabama Lampmussel,G1,S1,LE,E,Found in sand and gravel substrates in shoal areas of small-medium size rivers; middle and upper TN R system; recently rediscovered in Emory River.,Aquatic
6010208,Emory River,60102080408,Emory River Lower,Invertebrate Animal,Mollusc,Lampsilis virescens,Alabama Lampmussel,G1,S1,LE,E,Found in sand and gravel substrates in shoal areas of small-medium size rivers; middle and upper TN R system; recently rediscovered in Emory River.,Aquatic
6020001,Lower Tennessee River,60200010301,Roaring Creek,Vertebrate Animal,Fish,Chrosomus saylori,Laurel Dace,G1,S1,LE,E,Cool 1st-2nd order streams with slabrock and rubble substrate; Walden Ridge of the Cumberland Plateau; Tennessee River watershed.,Aquatic
6020001,Lower Tennessee River,60200010302,Rock Creek,Vertebrate Animal,Fish,Chrosomus saylori,Laurel Dace,G1,S1,LE,E,Cool 1st-2nd order streams with slabrock and rubble substrate; Walden Ridge of the Cumberland Plateau; Tennessee River watershed.,Aquatic
6020001,Lower Tennessee River,60200010607,Soddy Creek,Vertebrate Animal,Fish,Chrosomus saylori,Laurel Dace,G1,S1,LE,E,Cool 1st-2nd order streams with slabrock and rubble substrate; Walden Ridge of the Cumberland Plateau; Tennessee River watershed.,Aquatic
6020002,Hiwassee River,60200020905,Coker Creek,Vascular Plant,Flowering Plant,Pityopsis ruthii,Ruth's Golden-aster,G1,S1,LE,E,Bouldery River Shoals,Possible
6020002,Hiwassee River,60200020907,Towee Creek-Hiwassee River,Vascular Plant,Flowering Plant,Pityopsis ruthii,Ruth's Golden-aster,G1,S1,LE,E,Bouldery River Shoals,Possible
6020002,Hiwassee River,60200020907,Towee Creek-Hiwassee River,Invertebrate Animal,Mollusc,Epioblasma walkeri,Tan Riffleshell,G1,S1,LE,E,"Found in river headwaters, in riffles and shoals in sand and gravel substrates; Tennessee & Cumberland river systems.",Aquatic
6020002,Hiwassee River,60200020908,Spring Creek,Invertebrate Animal,Mollusc,Epioblasma walkeri,Tan Riffleshell,G1,S1,LE,E,"Found in river headwaters, in riffles and shoals in sand and gravel substrates; Tennessee & Cumberland river systems.",Aquatic
6020002,Hiwassee River,60200020909,Hiwassee River-Gee Creek,Invertebrate Animal,Mollusc,Epioblasma walkeri,Tan Riffleshell,G1,S1,LE,E,"Found in river headwaters, in riffles and shoals in sand and gravel substrates; Tennessee & Cumberland river systems.",Aquatic
6020003,Ocoee River,60200030210,Ocoee River Dam #2,Vascular Plant,Flowering Plant,Pityopsis ruthii,Ruth's Golden-aster,G1,S1,LE,E,Bouldery River Shoals,Possible
6020004,Sequatchie River,60200040101,Grassy Cove,Vertebrate Animal,Fish,Chrosomus saylori,Laurel Dace,G1,S1,LE,E,Cool 1st-2nd order streams with slabrock and rubble substrate; Walden Ridge of the Cumberland Plateau; Tennessee River watershed.,Aquatic
6020004,Sequatchie River,60200040103,Sequatchie River-Hall Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
6020004,Sequatchie River,60200040204,Little Sequatchie River Lower,Invertebrate Animal,Mollusc,Toxolasma cylindrellus,Pale Lilliput,G1,S1,LE,E,"Small tributary rivers & streams, in firm rubble, gravel, and sand substrates in shallow riffles and shoals; lower Tenn. River system.",Aquatic
6020004,Sequatchie River,60200040204,Little Sequatchie River Lower,Invertebrate Animal,Mollusc,Marstonia ogmorhaphe,Royal Springsnail,G1,S1,LE,E,"Known from shallow littoral zone of two cave spring runs, on mixed substrate of mud, sand, & detritus; lower Seq. R.; Marion County.",Aquatic
6020004,Sequatchie River,60200040305,Town Creek,Invertebrate Animal,Mollusc,Marstonia ogmorhaphe,Royal Springsnail,G1,S1,LE,E,"Known from shallow littoral zone of two cave spring runs, on mixed substrate of mud, sand, & detritus; lower Seq. R.; Marion County.",Aquatic
6030002,Wheeler Lake,60300020103,Estill Fork,Invertebrate Animal,Mollusc,Toxolasma cylindrellus,Pale Lilliput,G1,S1,LE,E,"Small tributary rivers & streams, in firm rubble, gravel, and sand substrates in shallow riffles and shoals; lower Tenn. River system.",Aquatic
6030002,Wheeler Lake,60300020103,Estill Fork,Invertebrate Animal,Mollusc,Lampsilis virescens,Alabama Lampmussel,G1,S1,LE,E,Found in sand and gravel substrates in shoal areas of small-medium size rivers; middle and upper TN R system; recently rediscovered in Emory River.,Aquatic
6030003,Upper Elk River,60300030201,Bradley Creek,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
6030003,Upper Elk River,60300030201,Bradley Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
6030003,Upper Elk River,60300030203,Mud Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
6030003,Upper Elk River,60300030204,Beans Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
6030003,Upper Elk River,60300030205,Woods Resevoir,Invertebrate Animal,Mollusc,Toxolasma cylindrellus,Pale Lilliput,G1,S1,LE,E,"Small tributary rivers & streams, in firm rubble, gravel, and sand substrates in shallow riffles and shoals; lower Tenn. River system.",Aquatic
6030003,Upper Elk River,60300030302,Dry Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
6030003,Upper Elk River,60300030303,Boiling Fork Creek,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
