,Huc_8,Watershed,Huc_12,Huc_12Name,Type,Category,Scientific_Name,Common_Name,Global_Rank,State_Rank,Fed_Status,State_Status,Habitat,Wet_Habitat_Flag
1081,5130108,Caney Fork River,51301080202,Cane Creek Upper,Vertebrate Animal,Mammal,Sorex dispar,Long-tailed Shrew,G4,S2,--,D,"Mountainous, forested areas with loose talus; east Tennessee.",Upland
1082,5130108,Caney Fork River,51301080202,Cane Creek Upper,Nonvascular Plant,Non-Vascular Plant,Radula voluta,A Liverwort,G3,S2,--,S,Shady Moist Boulders By Waterfalls Or Sreams,Possible
1083,5130108,Caney Fork River,51301080202,Cane Creek Upper,Vertebrate Animal,Bird,Thryomanes bewickii,Bewick's Wren,G5,S1,--,D,"Brushy areas, thickets and scrub in open country, open and riparian woodland.",Upland
1084,5130108,Caney Fork River,51301080202,Cane Creek Upper,Vascular Plant,Flowering Plant,Platanthera integrilabia,White Fringeless Orchid,G2G3,S2S3,LT,E,Acidic Seeps And Stream Heads,Possible
1085,5130108,Caney Fork River,51301080202,Cane Creek Upper,Vascular Plant,Fern and Fern Ally,Pilularia americana,American Pillwort,G5,S1S2,--,S,Lake Drawdown Zones,Aquatic
1086,5130108,Caney Fork River,51301080203,Piney Creek,Vertebrate Animal,Mammal,Neotoma magister,Allegheny Woodrat,G3G4,S3,--,D,"Outcrops, cliffs, talus slopes, crevices, sinkholes, caves & karst.",Upland
1087,5130108,Caney Fork River,51301080203,Piney Creek,Vascular Plant,Flowering Plant,Rhynchospora rariflora,Few-flowered Beak-rush,G5,S1,--,E,Swamps And Bogs,Possible
1088,5130108,Caney Fork River,51301080203,Piney Creek,Vascular Plant,Flowering Plant,Platanthera cristata,Yellow Crested Orchid,G5,S2S3,--,S,Acidic Seeps And Stream Heads,Possible
1089,5130108,Caney Fork River,51301080203,Piney Creek,Invertebrate Animal,Crustacean,Cambarus pristinus,Pristine Crayfish,G2,S2,--,E,Under cover in small-large size streams; headwaters of Caney Fork River & abutting Sequatchie River tributaries; Cumberland Plateau.,Aquatic
1090,5130108,Caney Fork River,51301080203,Piney Creek,Vascular Plant,Flowering Plant,Hypericum nudiflorum,Early St. Johnswort,G5,S2,--,S,Acidic Wet And/Or Open Areas,Possible
1091,5130108,Caney Fork River,51301080203,Piney Creek,Vascular Plant,Flowering Plant,Scleria muehlenbergii,Muhlenberg's Nutrush,G5,S2,--,T,Wet Meadows,Possible
1092,5130108,Caney Fork River,51301080203,Piney Creek,Vascular Plant,Flowering Plant,Drosera capillaris,Pink Sundew,G5,S1,--,T,Acidic Wetlands,Possible
1093,5130108,Caney Fork River,51301080203,Piney Creek,Vascular Plant,Flowering Plant,Xyris ambigua,Coastal Plain Yellow-eyed Grass,G5,S1,--,E,"Margins Of Ponds, Bogs, And Ditches",Possible
1094,5130108,Caney Fork River,51301080203,Piney Creek,Vascular Plant,Flowering Plant,Platanthera integrilabia,White Fringeless Orchid,G2G3,S2S3,LT,E,Acidic Seeps And Stream Heads,Possible
1095,5130108,Caney Fork River,51301080203,Piney Creek,Vascular Plant,Flowering Plant,Pogonia ophioglossoides,Rose Pogonia,G5,S2,--,E,Wet Acidic Barrens,Possible
1096,5130108,Caney Fork River,51301080203,Piney Creek,Vascular Plant,Flowering Plant,Utricularia subulata,Zigzag Bladderwort,G5,S1,--,T,"Wet Barrens, Ecotones",Possible
1097,5130108,Caney Fork River,51301080203,Piney Creek,Vertebrate Animal,Mammal,Sorex dispar,Long-tailed Shrew,G4,S2,--,D,"Mountainous, forested areas with loose talus; east Tennessee.",Upland
1098,5130108,Caney Fork River,51301080203,Piney Creek,Vascular Plant,Flowering Plant,Platanthera integra,Yellow Fringeless Orchid,G3G4,S1,--,E,Wet Barrens,Possible
1099,5130108,Caney Fork River,51301080203,Piney Creek,Vascular Plant,Flowering Plant,Helianthemum propinquum,Low Frostweed,G4,S1S2,--,E,Barrens,Upland
1100,5130108,Caney Fork River,51301080203,Piney Creek,Nonvascular Plant,Non-Vascular Plant,Lejeunea blomquistii,Blomquist Leafy Liverwort,G1G2,S1S2,--,S,Mid Elev. Gorges On Rock Or Bark,Upland
1101,5130108,Caney Fork River,51301080203,Piney Creek,Vascular Plant,Flowering Plant,Gaylussacia dumosa,Dwarf Huckleberry,G5,S3,--,T,Barrens,Possible
1102,5130108,Caney Fork River,51301080203,Piney Creek,Vascular Plant,Flowering Plant,Drosera intermedia,Spoonleaf Sundew,G5,S2,--,S,Acidic Wetlands,Possible
1103,5130108,Caney Fork River,51301080204,Dry Fork,Vascular Plant,Flowering Plant,Berberis canadensis,American Barberry,G3G4,S2,--,S,Rocky Woods And River Bars,Possible
1104,5130108,Caney Fork River,51301080204,Dry Fork,Vertebrate Animal,Fish,Typhlichthys subterraneus,Southern Cavefish,G4,S3,--,D,"Aquatic cave obligate; cave streams, karst waters, and water supply wells; reported from all karst regions excluding RV & BR.",Aquatic
1105,5130108,Caney Fork River,51301080204,Dry Fork,Invertebrate Animal,Insect,Pseudanophthalmus sp. 27,Rumbling Falls Cave Beetle,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; middle Cumberlands; Van Buren & White counties.,Upland
1106,5130108,Caney Fork River,51301080204,Dry Fork,Invertebrate Animal,Insect,Litocampa sp. 5,A Cave Dipluran From TN,G2,S1,--,"Rare, Not State Listed","Terrestrial cave obligate, Cumberland Plateau escarpment.",Upland
1107,5130108,Caney Fork River,51301080204,Dry Fork,Invertebrate Animal,Crustacean,Orconectes australis,Southern Cave Crayfish,G5,S3,--,"Rare, Not State Listed",Aquatic cave obligate; subterranean streams & pools; Eastern Highland Rim escarpment to the Cumberland Plateau.,Aquatic
1108,5130108,Caney Fork River,51301080204,Dry Fork,Invertebrate Animal,Insect,Nelsonites walteri,A Cave Obligate Beetle,G3,S3,--,"Rare, Not State Listed","Terrestrial cave obligate, northern Cumberlands.",Upland
1109,5130108,Caney Fork River,51301080204,Dry Fork,Vascular Plant,Flowering Plant,Lilium philadelphicum,Wood Lily,G5,S1,--,E,"Dry Openings, Powerlines",Possible
1110,5130108,Caney Fork River,51301080204,Dry Fork,Invertebrate Animal,Arachnid,Kleptochthonius daemonius,A Cave Obligate Pseudoscorpion,G1G2,S1S2,--,"Rare, Not State Listed",Terrestrial cave obligate; Cumberland Plateau.,Upland
1111,5130108,Caney Fork River,51301080204,Dry Fork,Invertebrate Animal,Crustacean,Sagittocythere barri,Ectocommensal Ostracod,G5,S3,--,"Rare, Not State Listed",Aquatic cave obligate; crayfish commensal.,Aquatic
1112,5130108,Caney Fork River,51301080205,Cane Creek Lower,Vertebrate Animal,Mammal,Myotis lucifugus,Little Brown Myotis,G3,S3,--,T,Often uses human-made structures for resting and maternity sites; they also use caves and hollow trees. Typically feed over water.,-
1113,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Insect,Arrhopalites sp. 4,A Cave Springtail (species 1),G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; middle Cumberlands.,Upland
1114,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Arachnid,Appaleptoneta sp. 1,A Leptonetid Spider From Ghost River Cave,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; reported from the northern Cumberlands.,Upland
1115,5130108,Caney Fork River,51301080205,Cane Creek Lower,Vascular Plant,Flowering Plant,Juglans cinerea,Butternut,G3,S3,--,T,Rich Woods And Hollows,Possible
1116,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Mollusc,Carychium stygium,Cave Thorn,G3,S2,--,"Rare, Not State Listed",Cave obligate; feeds on cricket guano; Highland Rim & escarpment of Cumberland Plateau.,Upland
1117,5130108,Caney Fork River,51301080205,Cane Creek Lower,Vertebrate Animal,Fish,Notropis rupestris,Bedrock Shiner,G2,S2,--,D,Bedrock pools of some low-gradient streams of the Nashville Basin.,Aquatic
1118,5130108,Caney Fork River,51301080205,Cane Creek Lower,Nonvascular Plant,Non-Vascular Plant,Lejeunea blomquistii,Blomquist Leafy Liverwort,G1G2,S1S2,--,S,Mid Elev. Gorges On Rock Or Bark,Upland
1119,5130108,Caney Fork River,51301080205,Cane Creek Lower,Vascular Plant,Flowering Plant,Hypericum nudiflorum,Early St. Johnswort,G5,S2,--,S,Acidic Wet And/Or Open Areas,Possible
1120,5130108,Caney Fork River,51301080205,Cane Creek Lower,Vertebrate Animal,Mammal,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,G3G4,S3,--,D,"Caves, hollow trees, abandoned buildings; often associated with forested areas.",Upland
1121,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
1122,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Other Type,Scoterpes ventus,A Cave Obligate Millipede,G3,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; wet caves of the Cumberland Plateau & Sequatchie Valley.,Upland
1123,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Mollusc,Pegias fabula,Littlewing Pearlymussel,G1,S1,LE,E,"Cool, clear, high-gradient streams in sand, gravel, and cobble substrates, riffles; portions of Cumberland & upper Tenn. river systems.",Aquatic
1124,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Mollusc,Lithasia geniculata fuliginosa,Geniculate River Snail,G3QT3Q,S2,--,"Rare, Not State Listed",Medium-sized river form of L. geniculata; portions of lower Cumberland and lower Tennessee river systems; Duck & Buffalo rivers.,Aquatic
1125,5130108,Caney Fork River,51301080205,Cane Creek Lower,Vascular Plant,Flowering Plant,Nestronia umbellula,Nestronia,G4,S1,--,E,Upland Woods,Upland
1126,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Insect,Nelsonites walteri,A Cave Obligate Beetle,G3,S3,--,"Rare, Not State Listed","Terrestrial cave obligate, northern Cumberlands.",Upland
1127,5130108,Caney Fork River,51301080205,Cane Creek Lower,Vertebrate Animal,Mammal,Myotis septentrionalis,Northern Myotis,G1G2,S1S2,LT,T,"A forest bat whose summer roosts may include caves, mines, live trees and snags; hibernates in caves and mines, often using small cracks and fissures.� Notably susceptible to White-Nose Syndrome.",-
1128,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Crustacean,Diacyclops yeatmani,Yeatman's Groundwater Copepod,G2G3,S1,--,"Rare, Not State Listed",Aquatic cave obligate; central & southern Cumberlands generally; possibly part of a species complex.,Aquatic
1129,5130108,Caney Fork River,51301080205,Cane Creek Lower,Vascular Plant,Flowering Plant,Berberis canadensis,American Barberry,G3G4,S2,--,S,Rocky Woods And River Bars,Possible
1130,5130108,Caney Fork River,51301080205,Cane Creek Lower,Vertebrate Animal,Mammal,Myotis grisescens,Gray Myotis,G4,S2,LE,E,Cave obligate year-round; frequents forested areas; migratory.,Upland
1131,5130108,Caney Fork River,51301080205,Cane Creek Lower,Nonvascular Plant,Non-Vascular Plant,Radula voluta,A Liverwort,G3,S2,--,S,Shady Moist Boulders By Waterfalls Or Sreams,Possible
1132,5130108,Caney Fork River,51301080205,Cane Creek Lower,Vascular Plant,Flowering Plant,Platanthera cristata,Yellow Crested Orchid,G5,S2S3,--,S,Acidic Seeps And Stream Heads,Possible
1133,5130108,Caney Fork River,51301080205,Cane Creek Lower,Vascular Plant,Flowering Plant,Lilium philadelphicum,Wood Lily,G5,S1,--,E,"Dry Openings, Powerlines",Possible
1134,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Insect,Onychiurus sp. 2,A Cave Obligate Springtail From TN,G1,S1,--,"Rare, Not State Listed","Terrestrial cave obligate, middle Cumberlands; reported from a single cave in Van Buren County.",Upland
1135,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Arachnid,Nesticus tennesseensis,Tennessee cave spider,G3G4,S2S4,--,"Rare, Not State Listed",Terrestrial cave associate or possibly obligate; east Tennessee.,Upland
1136,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Insect,Neanura sp. 1,A Cave Obligate Springtail From TN,G1,S1,--,"Rare, Not State Listed","Terrestrial cave obligate; Rumbling Falls area, Van Buren Co; known from a single cave.",Upland
1137,5130108,Caney Fork River,51301080205,Cane Creek Lower,Vascular Plant,Flowering Plant,Panax quinquefolius,American Ginseng,G3G4,S3S4,--,S-CE,Rich Woods,Possible
1138,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Other Type,Chaetaspis sp. 1,A Cave Millipede From Thunder Run Cave (TN),G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; wet caves of central Cumberland Plateau; Van Buren County; known from a single cave at present.,Upland
1139,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Arachnid,Anthrobia mammouthia,Mammoth Cave spider,G5,S1,--,"Rare, Not State Listed","Terrestrial cave obligate; reported from a handful of caves in the middle Cumberlands; Bledsoe, Grundy, & Van Buren counties.",Upland
1140,5130108,Caney Fork River,51301080205,Cane Creek Lower,Vascular Plant,Flowering Plant,Allium burdickii,Narrow-leaf Ramps,G4G5,S1S2,--,T-CE,Rich Woods,Possible
1141,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Insect,Pseudosinella sp. 5,A Cave Springtail From Swamp River Cave,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; middle Cumberlands.,Upland
1142,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Crustacean,Orconectes australis,Southern Cave Crayfish,G5,S3,--,"Rare, Not State Listed",Aquatic cave obligate; subterranean streams & pools; Eastern Highland Rim escarpment to the Cumberland Plateau.,Aquatic
1143,5130108,Caney Fork River,51301080205,Cane Creek Lower,Vertebrate Animal,Mammal,Neotoma magister,Allegheny Woodrat,G3G4,S3,--,D,"Outcrops, cliffs, talus slopes, crevices, sinkholes, caves & karst.",Upland
1144,5130108,Caney Fork River,51301080205,Cane Creek Lower,Vertebrate Animal,Mammal,Myotis leibii,Eastern Small-footed Myotis,G4,S2S3,--,D,"Hibernates in caves & mines; also uses abandoned buildings, bridges, and barns seasonally.",Upland
1145,5130108,Caney Fork River,51301080205,Cane Creek Lower,Vascular Plant,Flowering Plant,Platanthera integra,Yellow Fringeless Orchid,G3G4,S1,--,E,Wet Barrens,Possible
1146,5130108,Caney Fork River,51301080205,Cane Creek Lower,Vascular Plant,Flowering Plant,Platanthera integrilabia,White Fringeless Orchid,G2G3,S2S3,LT,E,Acidic Seeps And Stream Heads,Possible
1147,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Arachnid,Kleptochthonius daemonius,A Cave Obligate Pseudoscorpion,G1G2,S1S2,--,"Rare, Not State Listed",Terrestrial cave obligate; Cumberland Plateau.,Upland
1148,5130108,Caney Fork River,51301080205,Cane Creek Lower,Vertebrate Animal,Fish,Typhlichthys subterraneus,Southern Cavefish,G4,S3,--,D,"Aquatic cave obligate; cave streams, karst waters, and water supply wells; reported from all karst regions excluding RV & BR.",Aquatic
1149,5130108,Caney Fork River,51301080205,Cane Creek Lower,Vertebrate Animal,Fish,Etheostoma akatulo,Bluemask (Jewel) Darter,G1,S1,LE,E,Streams with slow to moderate current over clean sand and fine gravel; Caney Fork River system (above Great Falls Reservoir).,Aquatic
1150,5130108,Caney Fork River,51301080205,Cane Creek Lower,Vertebrate Animal,Mammal,Myotis sodalis,Indiana Myotis,G2,S1,LE,E,Hibernates in caves; spring/summer maternity roosts are normally under the bark of standing trees.,Upland
1151,5130108,Caney Fork River,51301080205,Cane Creek Lower,Vertebrate Animal,Mammal,Perimyotis subflavus,Tri-colored bat,G2G3,S2S3,--,T,Generally associated with forested landscapes but may roost near openings.,-
1152,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Insect,Pseudanophthalmus sp. 27,Rumbling Falls Cave Beetle,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; middle Cumberlands; Van Buren & White counties.,Upland
1153,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Other Type,Chaetaspis mollis,A Cave Millipede,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; central Cumberland Plateau; Van Buren County.,Upland
1154,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Crustacean,Sagittocythere barri,Ectocommensal Ostracod,G5,S3,--,"Rare, Not State Listed",Aquatic cave obligate; crayfish commensal.,Aquatic
1155,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Insect,Pseudosinella christianseni,A Cave Obligate Springtail,G5,S2,--,"Rare, Not State Listed",Terrestrial cave obligate; portions of Cumberland Plateau & Sequatchie Valley.,Upland
1156,5130108,Caney Fork River,51301080205,Cane Creek Lower,Invertebrate Animal,Insect,Pseudosinella spinosa,A Cave Obligate Springtail,G5,S2,--,"Rare, Not State Listed",Terrestrial cave obligate; middle and southern Cumberlands.,Upland
